classification,x_ratio,y_ratio
SBG,0.77312384430262,0.01652898463580715
AGN,0.9137546173642168,0.9287754786200011
SBG,0.24698161833809856,-0.4148368935532645
SBG,0.29869804308476056,0.22578550648918058
SBG,-1.0304530416419255,-1.0531406792853457
SBG,0.3390084324822663,-0.15444511588305662
SBG,-1.2609378608926989,-1.067600824009456
SBG,-0.41626447859229965,-0.17697575847440533
AGN,0.410797961535653,0.5054637823118779
SBG,-2.473610534974319,-0.39789314311126966
SBG,-0.671993232161841,-1.0132920813400426
SBG,-0.21026735880898315,0.13079707593872586
SBG,-1.141440391350925,-0.8837639707949855
AGN,0.8017606006540775,1.3486746944945014
SBG,-1.2554869978278598,-0.9823319197795148
SBG,-1.3333728454046507,-0.7342459093420473
SBG,0.08106170495896169,-0.39335016643566645
SBG,-0.003060575184278731,-0.4419555082450546
SBG,-0.1041386806350766,-0.473912499492203
SBG,0.1908683225527938,-1.0215872139841446
SBG,0.07459069080073881,0.4234813957871446
AGN,0.36532561344729514,0.2553241462958614
AGN,0.9307762918251133,0.7901164143088614
SBG,-0.8670645829982341,-0.9159589474454305
SBG,0.048739805697125695,-0.3880117651108616
SBG,-0.20387365251078907,-0.8329645415105594
SBG,0.3087093402249329,-0.41275255492561597
SBG,0.1921253856604316,-0.7139550855890808
SBG,0.2374226343599957,0.03180893400556295
